trial,register,rdistance,strength,recalibrated,edistance
3,0.0,122.0,-5933.0,0,130
3,0.0,122.0,-6015.0,0,130
3,0.0,122.0,-6042.0,0,130
3,0.0,122.0,-6001.0,0,130
3,0.0,122.0,-5766.0,0,130
3,0.0,122.0,-5850.0,0,130
3,0.0,122.0,-5963.0,0,130
3,0.0,122.0,-5879.0,0,130
3,0.0,122.0,-5836.0,0,130
3,0.0,122.0,-5915.0,0,130
3,0.0,122.0,-5842.0,0,130
3,0.0,122.0,-5928.0,0,130
3,0.0,122.0,-5906.0,0,130
3,0.0,122.0,-5861.0,0,130
3,0.0,122.0,-5830.0,0,130
3,0.0,122.0,-5804.0,0,130
3,0.0,122.0,-5791.0,0,130
3,0.0,122.0,-5880.0,0,130
3,0.0,122.0,-5803.0,0,130
3,0.0,122.0,-5790.0,0,130
3,0.0,122.0,-5813.0,0,130
3,0.0,122.0,-5911.0,0,130
3,0.0,122.0,-5739.0,0,130
3,0.0,122.0,-5743.0,0,130
3,0.0,122.0,-5750.0,0,130
3,0.0,122.0,-6056.0,0,130
3,0.0,122.0,-6027.0,0,130
3,0.0,122.0,-5915.0,0,130
3,0.0,122.0,-5834.0,0,130
3,0.0,122.0,-5841.0,0,130
3,0.0,122.0,-5839.0,0,130
3,0.0,122.0,-5883.0,0,130
3,0.0,122.0,-5887.0,0,130
3,0.0,122.0,-5918.0,0,130
3,0.0,122.0,-5842.0,0,130
3,0.0,122.0,-5904.0,0,130
3,0.0,122.0,-5809.0,0,130
3,0.0,122.0,-5828.0,0,130
4,0.0,114.0,-9592.0,0,125
4,0.0,114.0,-9736.0,0,125
4,0.0,114.0,-9516.0,0,125
4,0.0,114.0,-9631.0,0,125
4,0.0,113.0,-9738.0,0,125
4,0.0,113.0,-9581.0,0,125
4,0.0,113.0,-9669.0,0,125
4,0.0,114.0,-9432.0,0,125
4,0.0,114.0,-9549.0,0,125
4,0.0,114.0,-9569.0,0,125
4,0.0,113.0,-9670.0,0,125
4,0.0,114.0,-9476.0,0,125
4,0.0,113.0,-9630.0,0,125
4,0.0,113.0,-9771.0,0,125
4,0.0,113.0,-9702.0,0,125
4,0.0,113.0,-9678.0,0,125
4,0.0,113.0,-9604.0,0,125
4,0.0,113.0,-9579.0,0,125
4,0.0,114.0,-9516.0,0,125
4,0.0,114.0,-9606.0,0,125
4,0.0,113.0,-9623.0,0,125
4,0.0,114.0,-9448.0,0,125
4,0.0,114.0,-9433.0,0,125
4,0.0,114.0,-9468.0,0,125
4,0.0,114.0,-9470.0,0,125
4,0.0,114.0,-9755.0,0,125
4,0.0,113.0,-9742.0,0,125
4,0.0,114.0,-9582.0,0,125
4,0.0,113.0,-9583.0,0,125
4,0.0,114.0,-9614.0,0,125
4,0.0,113.0,-9500.0,0,125
4,0.0,113.0,-9592.0,0,125
4,0.0,113.0,-9493.0,0,125
4,0.0,114.0,-9523.0,0,125
4,0.0,114.0,-9573.0,0,125
4,0.0,113.0,-9678.0,0,125
4,0.0,114.0,-9591.0,0,125
4,0.0,114.0,-9681.0,0,125
4,0.0,113.0,-9615.0,0,125
4,0.0,114.0,-9688.0,0,125
4,0.0,113.0,-9658.0,0,125
4,0.0,113.0,-9551.0,0,125
4,0.0,114.0,-9579.0,0,125
