trial,host_frame_id,sensor,i2c_addr_hex,bins,firmware_frame_id,t_ms,bin_index,I,Q,expected_distance_mm
0,11,BACK,0x52,53,12,1312600,5,2.600000,33.299999,
0,11,BACK,0x52,53,12,1312600,6,5.900000,27.400000,
0,11,BACK,0x52,53,12,1312600,7,5.500000,24.600000,
0,11,BACK,0x52,53,12,1312600,8,5.400000,20.700001,
0,11,BACK,0x52,53,12,1312600,9,5.700000,17.400000,
0,11,BACK,0x52,53,12,1312600,10,7.100000,14.900000,
0,11,BACK,0x52,53,12,1312600,11,8.700000,13.900000,
0,11,BACK,0x52,53,12,1312600,12,8.000000,11.400000,
0,11,BACK,0x52,53,12,1312600,13,10.700000,9.500000,
0,11,BACK,0x52,53,12,1312600,14,12.600000,8.000000,
0,11,BACK,0x52,53,12,1312600,15,16.400000,5.600000,
0,11,BACK,0x52,53,12,1312600,16,20.100000,1.400000,
0,11,BACK,0x52,53,12,1312600,17,23.400000,4.300000,
0,11,BACK,0x52,53,12,1312600,18,23.900000,3.500000,
0,11,BACK,0x52,53,12,1312600,19,23.400000,11.500000,
0,11,BACK,0x52,53,12,1312600,20,17.000000,31.799999,
0,11,BACK,0x52,53,12,1312600,21,17.600000,63.099998,
0,11,BACK,0x52,53,12,1312600,22,5.100000,130.800003,
0,11,BACK,0x52,53,12,1312600,23,15.300000,206.399994,
0,11,BACK,0x52,53,12,1312600,24,40.700001,299.200012,
0,11,BACK,0x52,53,12,1312600,25,59.200001,395.899994,
0,11,BACK,0x52,53,12,1312600,26,70.599998,471.700012,
0,11,BACK,0x52,53,12,1312600,27,130.800003,557.299988,
0,11,BACK,0x52,53,12,1312600,28,131.000000,657.700012,
0,11,BACK,0x52,53,12,1312600,29,256.299011,764.799988,
0,11,BACK,0x52,53,12,1312600,30,291.399994,772.200012,
0,11,BACK,0x52,53,12,1312600,31,356.600006,801.099976,
0,11,BACK,0x52,53,12,1312600,32,417.100006,836.500000,
0,11,BACK,0x52,53,12,1312600,33,478.600006,777.200012,
0,11,BACK,0x52,53,12,1312600,34,489.899994,721.700012,
0,11,BACK,0x52,53,12,1312600,35,514.900024,651.799988,
0,11,BACK,0x52,53,12,1312600,36,484.700012,610.000000,
0,11,BACK,0x52,53,12,1312600,37,499.000000,492.200012,
0,11,BACK,0x52,53,12,1312600,38,472.700012,453.100006,
0,11,BACK,0x52,53,12,1312600,39,430.200012,363.799988,
0,11,BACK,0x52,53,12,1312600,40,423.799988,253.399994,
0,11,BACK,0x52,53,12,1312600,41,336.299988,275.700012,
0,11,BACK,0x52,53,12,1312600,42,316.200012,174.300003,
0,11,BACK,0x52,53,12,1312600,43,276.600006,119.800003,
0,11,BACK,0x52,53,12,1312600,44,216.199997,112.599998,
0,11,BACK,0x52,53,12,1312600,45,183.899994,68.300003,
0,11,BACK,0x52,53,12,1312600,46,138.699997,52.299999,
0,11,BACK,0x52,53,12,1312600,47,110.500000,30.799999,
0,11,BACK,0x52,53,12,1312600,48,82.599998,12.900000,
0,11,BACK,0x52,53,12,1312600,49,54.799999,-5.400000,
0,11,BACK,0x52,53,12,1312600,50,37.900002,-9.900000,
0,11,BACK,0x52,53,12,1312600,51,25.000000,-17.200001,
0,11,BACK,0x52,53,12,1312600,52,14.700000,-18.000000,
0,12,BACK,0x52,53,13,1313532,0,5523.299805,-2752.600098,
0,12,BACK,0x52,53,13,1313532,1,0.000000,67.400002,
0,12,BACK,0x52,53,13,1313532,2,0.000000,58.799999,
0,12,BACK,0x52,53,13,1313532,3,0.000000,49.799999,
0,12,BACK,0x52,53,13,1313532,4,0.000000,39.799999,
0,12,BACK,0x52,53,13,1313532,5,4.000000,32.400002,
0,12,BACK,0x52,53,13,1313532,6,7.000000,27.799999,
0,12,BACK,0x52,53,13,1313532,7,6.100000,24.799999,
0,12,BACK,0x52,53,13,1313532,8,6.000000,20.799999,
0,12,BACK,0x52,53,13,1313532,9,6.400000,17.299999,
0,12,BACK,0x52,53,13,1313532,10,7.300000,15.700000,
0,12,BACK,0x52,53,13,1313532,11,8.400000,13.300000,
0,12,BACK,0x52,53,13,1313532,12,8.200000,12.200000,
0,12,BACK,0x52,53,13,1313532,13,11.700000,8.100000,
0,12,BACK,0x52,53,13,1313532,14,13.200000,7.500000,
0,12,BACK,0x52,53,13,1313532,15,17.400000,4.500000,
0,12,BACK,0x52,53,13,1313532,16,20.900000,1.500000,
0,12,BACK,0x52,53,13,1313532,17,23.500000,4.200000,
0,12,BACK,0x52,53,13,1313532,18,24.600000,3.700000,
0,12,BACK,0x52,53,13,1313532,19,23.200001,11.300000,
0,12,BACK,0x52,53,13,1313532,20,18.000000,32.900002,
0,12,BACK,0x52,53,13,1313532,21,19.700001,63.099998,
0,12,BACK,0x52,53,13,1313532,22,13.200000,127.400002,
0,12,BACK,0x52,53,13,1313532,23,24.600000,210.899994,
0,12,BACK,0x52,53,13,1313532,24,46.599998,297.799988,
0,12,BACK,0x52,53,13,1313532,25,68.300003,392.200012,
0,12,BACK,0x52,53,13,1313532,26,75.699997,473.600006,
0,12,BACK,0x52,53,13,1313532,27,127.800003,566.900024,
0,12,BACK,0x52,53,13,1313532,28,152.100006,665.700012,
0,12,BACK,0x52,53,13,1313532,29,268.200012,739.799988,
0,12,BACK,0x52,53,13,1313532,30,303.500000,771.099976,
0,12,BACK,0x52,53,13,1313532,31,367.700012,810.400024,
0,12,BACK,0x52,53,13,1313532,32,430.299988,833.400024,
0,12,BACK,0x52,53,13,1313532,33,484.299988,769.200012,
0,12,BACK,0x52,53,13,1313532,34,512.500000,701.799988,
0,12,BACK,0x52,53,13,1313532,35,531.700012,648.500000,
0,12,BACK,0x52,53,13,1313532,36,495.399994,597.000000,
0,12,BACK,0x52,53,13,1313532,37,505.500000,483.799988,
0,12,BACK,0x52,53,13,1313532,38,483.299988,443.299988,
0,12,BACK,0x52,53,13,1313532,39,439.299988,341.100006,
0,12,BACK,0x52,53,13,1313532,40,417.000000,242.800003,
0,12,BACK,0x52,53,13,1313532,41,337.500000,277.500000,
0,12,BACK,0x52,53,13,1313532,42,317.399994,174.899994,
0,12,BACK,0x52,53,13,1313532,43,276.700012,129.899002,
0,12,BACK,0x52,53,13,1313532,44,218.500000,107.300003,
0,12,BACK,0x52,53,13,1313532,45,183.199997,66.199997,
0,12,BACK,0x52,53,13,1313532,46,141.600006,49.200001,
0,12,BACK,0x52,53,13,1313532,47,112.300003,28.500000,
0,12,BACK,0x52,53,13,1313532,48,83.500000,11.800000,
0,12,BACK,0x52,53,13,1313532,49,52.900002,-5.100000,
0,12,BACK,0x52,53,13,1313532,50,38.099998,-9.500000,
0,12,BACK,0x52,53,13,1313532,51,23.799999,-18.100000,
0,12,BACK,0x52,53,13,1313532,52,14.600000,-18.900000,
0,13,BACK,0x52,53,14,1314465,0,5583.700195,-2499.899902,
0,13,BACK,0x52,53,14,1314465,1,0.000000,67.099998,
0,13,BACK,0x52,53,14,1314465,2,0.000000,57.900002,
0,13,BACK,0x52,53,14,1314465,3,0.000000,50.200001,
0,13,BACK,0x52,53,14,1314465,4,0.000000,40.099998,
0,13,BACK,0x52,53,14,1314465,5,4.300000,31.700001,
0,13,BACK,0x52,53,14,1314465,6,7.300000,27.400000,
0,13,BACK,0x52,53,14,1314465,7,6.200000,23.400000,
0,13,BACK,0x52,53,14,1314465,8,7.400000,20.200001,
0,13,BACK,0x52,53,14,1314465,9,6.700000,16.900000,
0,13,BACK,0x52,53,14,1314465,10,7.700000,14.900000,
0,13,BACK,0x52,53,14,1314465,11,8.100000,13.000000,
0,13,BACK,0x52,53,14,1314465,12,8.700000,11.800000,
0,13,BACK,0x52,53,14,1314465,13,10.300000,7.500000,
0,13,BACK,0x52,53,14,1314465,14,12.800000,6.100000,
0,13,BACK,0x52,53,14,1314465,15,16.700001,4.500000,
0,13,BACK,0x52,53,14,1314465,16,19.799999,1.700000,
0,13,BACK,0x52,53,14,1314465,17,22.100000,3.600000,
0,13,BACK,0x52,53,14,1314465,18,24.299999,2.800000,
0,13,BACK,0x52,53,14,1314465,19,23.000000,10.400000,
0,13,BACK,0x52,53,14,1314465,20,17.900000,31.600000,
0,13,BACK,0x52,53,14,1314465,21,20.600000,62.099998,
0,13,BACK,0x52,53,14,1314465,22,11.200000,127.800003,
0,13,BACK,0x52,53,14,1314465,23,36.299999,209.699997,
0,13,BACK,0x52,53,14,1314465,24,59.900002,303.100006,
0,13,BACK,0x52,53,14,1314465,25,78.500000,393.299988,
0,13,BACK,0x52,53,14,1314465,26,100.300003,468.200012,
0,13,BACK,0x52,53,14,1314465,27,174.899994,554.500000,
0,13,BACK,0x52,53,14,1314465,28,163.300003,656.200012,
0,13,BACK,0x52,53,14,1314465,29,285.399994,750.900024,
0,13,BACK,0x52,53,14,1314465,30,296.299988,768.400024,
0,13,BACK,0x52,53,14,1314465,31,377.200012,813.500000,
0,13,BACK,0x52,53,14,1314465,32,423.100006,832.599976,
0,13,BACK,0x52,53,14,1314465,33,506.299988,762.299988,
0,13,BACK,0x52,53,14,1314465,34,504.100006,710.400024,
0,13,BACK,0x52,53,14,1314465,35,541.200012,637.900024,
0,13,BACK,0x52,53,14,1314465,36,496.600006,591.200012,
0,13,BACK,0x52,53,14,1314465,37,520.000000,478.500000,
0,13,BACK,0x52,53,14,1314465,38,472.100006,430.299988,
0,13,BACK,0x52,53,14,1314465,39,444.600006,350.100006,
0,13,BACK,0x52,53,14,1314465,40,417.100006,236.100006,
0,13,BACK,0x52,53,14,1314465,41,342.399994,270.399994,
0,13,BACK,0x52,53,14,1314465,42,318.000000,171.000000,
0,13,BACK,0x52,53,14,1314465,43,279.299988,115.000000,
0,13,BACK,0x52,53,14,1314465,44,216.399994,110.699997,
0,13,BACK,0x52,53,14,1314465,45,187.899994,62.400002,
0,13,BACK,0x52,53,14,1314465,46,142.100006,51.200001,
0,13,BACK,0x52,53,14,1314465,47,110.599998,25.100000,
0,13,BACK,0x52,53,14,1314465,48,81.699997,9.500000,
0,13,BACK,0x52,53,14,1314465,49,55.200001,-6.700000,
0,13,BACK,0x52,53,14,1314465,50,37.000000,-10.400000,
0,13,BACK,0x52,53,14,1314465,51,23.400000,-19.000000,
0,13,BACK,0x52,53,14,1314465,52,12.900000,-18.299999,
0,14,BACK,0x52,53,15,1315397,0,5522.700195,-2704.699951,
0,14,BACK,0x52,53,15,1315397,1,0.000000,68.800003,
0,14,BACK,0x52,53,15,1315397,2,0.000000,57.299999,
0,14,BACK,0x52,53,15,1315397,3,0.000000,49.799999,
0,14,BACK,0x52,53,15,1315397,4,0.000000,39.200001,
0,14,BACK,0x52,53,15,1315397,5,3.400000,32.200001,
0,14,BACK,0x52,53,15,1315397,6,7.900000,26.900000,
0,14,BACK,0x52,53,15,1315397,7,6.900000,24.500000,
0,14,BACK,0x52,53,15,1315397,8,7.100000,20.500000,
0,14,BACK,0x52,53,15,1315397,9,6.800000,17.200001,
0,14,BACK,0x52,53,15,1315397,10,7.500000,15.300000,
0,14,BACK,0x52,53,15,1315397,11,9.300000,12.700000,
0,14,BACK,0x52,53,15,1315397,12,9.400000,11.400000,
0,14,BACK,0x52,53,15,1315397,13,10.300000,7.700000,
0,14,BACK,0x52,53,15,1315397,14,13.800000,7.400000,
0,14,BACK,0x52,53,15,1315397,15,17.100000,3.600000,
0,14,BACK,0x52,53,15,1315397,16,20.400000,0.900000,
0,14,BACK,0x52,53,15,1315397,17,22.799999,3.300000,
0,14,BACK,0x52,53,15,1315397,18,24.600000,2.500000,
0,14,BACK,0x52,53,15,1315397,19,23.500000,11.100000,
0,14,BACK,0x52,53,15,1315397,20,18.200001,30.600000,
0,14,BACK,0x52,53,15,1315397,21,22.000000,62.099998,
0,14,BACK,0x52,53,15,1315397,22,16.700001,127.000000,
0,14,BACK,0x52,53,15,1315397,23,38.400002,203.500000,
0,14,BACK,0x52,53,15,1315397,24,66.099998,292.899994,
0,14,BACK,0x52,53,15,1315397,25,91.800003,382.600006,
0,14,BACK,0x52,53,15,1315397,26,99.800003,468.799988,
0,14,BACK,0x52,53,15,1315397,27,162.600006,563.099976,
0,14,BACK,0x52,53,15,1315397,28,176.600006,648.900024,
0,14,BACK,0x52,53,15,1315397,29,274.299988,740.700012,
0,14,BACK,0x52,53,15,1315397,30,314.000000,755.299988,
0,14,BACK,0x52,53,15,1315397,31,409.399994,777.700012,
0,14,BACK,0x52,53,15,1315397,32,461.799988,807.599976,
0,14,BACK,0x52,53,15,1315397,33,515.098999,764.799988,
0,14,BACK,0x52,53,15,1315397,34,506.700012,711.000000,
0,14,BACK,0x52,53,15,1315397,35,541.400024,634.700012,
0,14,BACK,0x52,53,15,1315397,36,513.098999,587.700012,
0,14,BACK,0x52,53,15,1315397,37,523.500000,456.000000,
0,14,BACK,0x52,53,15,1315397,38,478.200012,429.600006,
0,14,BACK,0x52,53,15,1315397,39,458.700012,332.200012,
0,14,BACK,0x52,53,15,1315397,40,423.799988,224.199997,
0,14,BACK,0x52,53,15,1315397,41,344.799988,252.500000,
0,14,BACK,0x52,53,15,1315397,42,321.000000,143.699997,
0,14,BACK,0x52,53,15,1315397,43,281.399994,92.099998,
0,14,BACK,0x52,53,15,1315397,44,219.800003,91.900002,
0,14,BACK,0x52,53,15,1315397,45,185.600006,53.599998,
0,14,BACK,0x52,53,15,1315397,46,140.800003,46.099998,
0,14,BACK,0x52,53,15,1315397,47,110.400002,23.700001,
0,14,BACK,0x52,53,15,1315397,48,80.500000,5.800000,
0,14,BACK,0x52,53,15,1315397,49,52.599998,-10.000000,
0,14,BACK,0x52,53,15,1315397,50,37.200001,-12.700000,
0,14,BACK,0x52,53,15,1315397,51,23.200001,-19.200001,
0,14,BACK,0x52,53,15,1315397,52,13.100000,-19.400000,
