trial,register,rdistance,strength,recalibrated,edistance
2,10.0,54.0,-19856.0,0,91
2,0.0,78.0,2494.0,0,91
2,10.0,54.0,-19943.0,0,91
2,0.0,78.0,2505.0,0,91
2,10.0,54.0,-19743.0,0,91
2,0.0,78.0,2531.0,0,91
2,10.0,54.0,-19656.0,0,91
2,0.0,78.0,2497.0,0,91
2,10.0,54.0,-19704.0,0,91
2,0.0,78.0,2515.0,0,91
2,10.0,54.0,-19763.0,0,91
2,0.0,78.0,2506.0,0,91
2,10.0,54.0,-19692.0,0,91
2,0.0,78.0,2468.0,0,91
2,10.0,53.0,-19870.0,0,91
2,0.0,78.0,2484.0,0,91
2,10.0,53.0,-19801.0,0,91
2,0.0,78.0,2544.0,0,91
2,10.0,53.0,-19790.0,0,91
3,0.0,81.0,1479.0,0,89
3,10.0,49.0,-21604.0,0,89
3,0.0,82.0,1482.0,0,89
3,10.0,48.0,-21877.0,0,89
3,0.0,82.0,1448.0,0,89
3,10.0,49.0,-21580.0,0,89
3,0.0,82.0,1442.0,0,89
3,10.0,49.0,-21638.0,0,89
3,0.0,82.0,1415.0,0,89
3,10.0,49.0,-21591.0,0,89
3,0.0,82.0,1453.0,0,89
3,10.0,49.0,-21521.0,0,89
3,0.0,82.0,1472.0,0,89
3,10.0,49.0,-21704.0,0,89
3,0.0,81.0,1433.0,0,89
3,10.0,49.0,-21630.0,0,89
3,0.0,82.0,1466.0,0,89
3,10.0,49.0,-21641.0,0,89
3,0.0,81.0,1502.0,0,89
3,10.0,49.0,-21799.0,0,89
3,0.0,82.0,1466.0,0,89
3,10.0,49.0,-21628.0,0,89
3,0.0,81.0,1374.0,0,89
3,10.0,49.0,-21666.0,0,89
3,0.0,82.0,1411.0,0,89
3,10.0,49.0,-21516.0,0,89
3,0.0,82.0,1428.0,0,89
3,10.0,49.0,-21704.0,0,89
3,0.0,82.0,1530.0,0,89
3,10.0,49.0,-21619.0,0,89
3,0.0,82.0,1476.0,0,89
3,10.0,49.0,-21712.0,0,89
3,0.0,81.0,1383.0,0,89
3,10.0,49.0,-21671.0,0,89
3,0.0,82.0,1418.0,0,89
3,10.0,49.0,-21668.0,0,89
3,0.0,82.0,1428.0,0,89
3,10.0,49.0,-21603.0,0,89
3,0.0,82.0,1418.0,0,89
3,10.0,49.0,-21669.0,0,89
3,0.0,82.0,1430.0,0,89
3,10.0,50.0,-21482.0,0,89
3,0.0,82.0,1376.0,0,89
3,10.0,49.0,-21638.0,0,89
3,0.0,82.0,1448.0,0,89
3,10.0,48.0,-22078.0,0,89
3,0.0,82.0,1356.0,0,89
3,10.0,49.0,-21515.0,0,89
3,0.0,82.0,1436.0,0,89
3,10.0,50.0,-21433.0,0,89
4,0.0,88.0,844.0,0,87
4,10.0,44.0,-21871.0,0,87
4,0.0,88.0,855.0,0,87
4,10.0,44.0,-21894.0,0,87
4,0.0,88.0,847.0,0,87
4,10.0,44.0,-21911.0,0,87
4,0.0,88.0,832.0,0,87
4,10.0,45.0,-21814.0,0,87
4,0.0,88.0,846.0,0,87
4,10.0,45.0,-21945.0,0,87
4,0.0,88.0,783.0,0,87
4,10.0,45.0,-21886.0,0,87
4,0.0,88.0,854.0,0,87
4,10.0,45.0,-21770.0,0,87
4,0.0,88.0,835.0,0,87
4,10.0,45.0,-22143.0,0,87
4,0.0,87.0,836.0,0,87
4,10.0,45.0,-21810.0,0,87
4,0.0,87.0,842.0,0,87
4,10.0,45.0,-21701.0,0,87
4,0.0,88.0,819.0,0,87
4,10.0,44.0,-22254.0,0,87
4,0.0,88.0,759.0,0,87
4,10.0,45.0,-21917.0,0,87
4,0.0,88.0,758.0,0,87
4,10.0,45.0,-21975.0,0,87
4,0.0,88.0,789.0,0,87
4,10.0,45.0,-21768.0,0,87
4,0.0,88.0,828.0,0,87
4,10.0,45.0,-21865.0,0,87
4,0.0,88.0,866.0,0,87
4,10.0,45.0,-22029.0,0,87
4,0.0,88.0,797.0,0,87
4,10.0,45.0,-21906.0,0,87
4,0.0,88.0,809.0,0,87
4,10.0,45.0,-21996.0,0,87
4,0.0,88.0,801.0,0,87
4,10.0,45.0,-21906.0,0,87
4,0.0,88.0,850.0,0,87
4,10.0,45.0,-21858.0,0,87
4,0.0,88.0,788.0,0,87
4,10.0,45.0,-21905.0,0,87
4,0.0,88.0,752.0,0,87
4,10.0,44.0,-22005.0,0,87
4,0.0,88.0,815.0,0,87
4,10.0,45.0,-21967.0,0,87
4,0.0,88.0,795.0,0,87
4,10.0,45.0,-21885.0,0,87
4,0.0,88.0,822.0,0,87
4,10.0,45.0,-21818.0,0,87
5,0.0,93.0,148.0,0,85
5,10.0,40.0,-22145.0,0,85
5,0.0,93.0,152.0,0,85
5,10.0,40.0,-22205.0,0,85
5,0.0,93.0,146.0,0,85
5,10.0,39.0,-22252.0,0,85
5,0.0,93.0,113.0,0,85
5,10.0,40.0,-22104.0,0,85
5,0.0,93.0,122.0,0,85
5,10.0,39.0,-22539.0,0,85
5,0.0,93.0,124.0,0,85
5,10.0,39.0,-22335.0,0,85
5,0.0,93.0,78.0,0,85
5,10.0,42.0,-21748.0,0,85
5,0.0,93.0,127.0,0,85
5,10.0,40.0,-22163.0,0,85
5,0.0,93.0,135.0,0,85
5,10.0,38.0,-22624.0,0,85
5,0.0,93.0,73.0,0,85
5,10.0,41.0,-22036.0,0,85
5,0.0,93.0,155.0,0,85
5,10.0,38.0,-22514.0,0,85
5,0.0,93.0,61.0,0,85
5,10.0,40.0,-22228.0,0,85
5,0.0,93.0,97.0,0,85
5,10.0,39.0,-22424.0,0,85
5,0.0,93.0,66.0,0,85
5,10.0,40.0,-22265.0,0,85
5,0.0,93.0,70.0,0,85
5,10.0,39.0,-22625.0,0,85
5,0.0,93.0,82.0,0,85
5,10.0,39.0,-22603.0,0,85
5,0.0,93.0,58.0,0,85
5,10.0,37.0,-22833.0,0,85
5,0.0,93.0,124.0,0,85
5,10.0,39.0,-22742.0,0,85
5,0.0,93.0,137.0,0,85
5,10.0,40.0,-22140.0,0,85
5,0.0,93.0,53.0,0,85
5,10.0,37.0,-23052.0,0,85
5,0.0,93.0,83.0,0,85
5,10.0,40.0,-22383.0,0,85
5,0.0,93.0,101.0,0,85
5,10.0,37.0,-22944.0,0,85
5,0.0,93.0,90.0,0,85
5,10.0,41.0,-22166.0,0,85
5,0.0,93.0,82.0,0,85
5,10.0,39.0,-22466.0,0,85
5,0.0,93.0,77.0,0,85
5,10.0,40.0,-22283.0,0,85
6,0.0,98.0,-569.0,0,83
6,0.0,98.0,-593.0,0,83
6,10.0,37.0,-22144.0,0,83
6,0.0,98.0,-580.0,0,83
6,0.0,98.0,-585.0,0,83
6,10.0,36.0,-22287.0,0,83
6,0.0,98.0,-592.0,0,83
6,0.0,98.0,-579.0,0,83
6,10.0,37.0,-22095.0,0,83
6,0.0,98.0,-602.0,0,83
6,0.0,99.0,-516.0,0,83
6,0.0,98.0,-652.0,0,83
6,10.0,37.0,-22150.0,0,83
6,0.0,99.0,-593.0,0,83
6,0.0,98.0,-634.0,0,83
6,10.0,38.0,-22050.0,0,83
6,0.0,98.0,-601.0,0,83
6,0.0,98.0,-620.0,0,83
6,10.0,37.0,-22079.0,0,83
6,0.0,98.0,-587.0,0,83
6,0.0,98.0,-661.0,0,83
6,10.0,38.0,-22047.0,0,83
6,0.0,98.0,-642.0,0,83
6,0.0,98.0,-670.0,0,83
6,0.0,98.0,-614.0,0,83
6,10.0,38.0,-22126.0,0,83
6,0.0,98.0,-647.0,0,83
6,10.0,36.0,-22309.0,0,83
6,0.0,98.0,-628.0,0,83
6,0.0,98.0,-644.0,0,83
6,0.0,98.0,-584.0,0,83
6,10.0,37.0,-22282.0,0,83
6,0.0,98.0,-609.0,0,83
6,0.0,98.0,-675.0,0,83
6,0.0,98.0,-622.0,0,83
6,10.0,37.0,-22328.0,0,83
6,0.0,99.0,-630.0,0,83
6,0.0,98.0,-627.0,0,83
6,0.0,98.0,-688.0,0,83
6,0.0,98.0,-675.0,0,83
6,10.0,36.0,-22462.0,0,83
6,0.0,98.0,-663.0,0,83
6,10.0,38.0,-22156.0,0,83
6,0.0,98.0,-629.0,0,83
6,0.0,98.0,-679.0,0,83
6,0.0,98.0,-651.0,0,83
6,0.0,99.0,-537.0,0,83
6,10.0,36.0,-22334.0,0,83
6,0.0,98.0,-630.0,0,83
6,10.0,36.0,-22346.0,0,83
