trial,register,rdistance,strength,edistance
0,0.0,216.0,-12465.0,200
0,0.0,213.0,-12368.0,200
0,0.0,214.0,-12081.0,200
0,0.0,214.0,-12199.0,200
0,0.0,214.0,-11961.0,200
0,0.0,213.0,-12363.0,200
0,0.0,214.0,-12004.0,200
0,0.0,214.0,-12587.0,200
0,0.0,214.0,-12501.0,200
0,0.0,214.0,-12306.0,200
0,0.0,214.0,-12493.0,200
0,0.0,214.0,-11685.0,200
0,0.0,214.0,-12036.0,200
0,0.0,214.0,-12343.0,200
0,0.0,213.0,-12458.0,200
0,0.0,214.0,-12018.0,200
0,0.0,213.0,-12358.0,200
0,0.0,215.0,-11960.0,200
0,0.0,215.0,-11908.0,200
0,0.0,214.0,-12010.0,200
0,0.0,214.0,-12074.0,200
0,0.0,214.0,-12187.0,200
0,0.0,215.0,-12173.0,200
0,0.0,214.0,-12096.0,200
0,0.0,214.0,-12361.0,200
0,0.0,216.0,-12095.0,200
0,0.0,215.0,-12318.0,200
0,0.0,215.0,-12212.0,200
0,0.0,215.0,-12123.0,200
0,0.0,214.0,-12176.0,200
0,0.0,212.0,-12204.0,200
0,0.0,215.0,-12554.0,200
0,0.0,214.0,-12203.0,200
0,0.0,213.0,-12629.0,200
0,0.0,215.0,-12304.0,200
0,0.0,215.0,-12361.0,200
0,0.0,215.0,-12075.0,200
0,0.0,214.0,-12356.0,200
0,0.0,213.0,-12034.0,200
0,0.0,214.0,-12223.0,200
0,0.0,212.0,-12406.0,200
0,0.0,214.0,-12596.0,200
0,0.0,214.0,-11796.0,200
0,0.0,215.0,-12571.0,200
0,0.0,214.0,-12275.0,200
0,0.0,214.0,-12224.0,200
0,0.0,213.0,-12346.0,200
0,0.0,213.0,-12249.0,200
0,0.0,215.0,-12182.0,200
0,0.0,214.0,-11909.0,200
0,0.0,214.0,-12508.0,200
0,0.0,214.0,-12855.0,200
0,0.0,214.0,-12296.0,200
0,0.0,216.0,-12021.0,200
0,0.0,214.0,-12076.0,200
0,0.0,214.0,-12273.0,200
0,0.0,214.0,-12191.0,200
0,0.0,214.0,-12205.0,200
0,0.0,214.0,-12351.0,200
0,0.0,215.0,-12276.0,200
0,0.0,213.0,-12388.0,200
0,0.0,215.0,-12325.0,200
0,0.0,215.0,-11674.0,200
0,0.0,213.0,-12542.0,200
0,0.0,214.0,-12158.0,200
0,0.0,214.0,-12415.0,200
0,0.0,213.0,-12068.0,200
0,0.0,214.0,-12135.0,200
0,0.0,214.0,-12248.0,200
0,0.0,216.0,-12205.0,200
0,0.0,213.0,-12351.0,200
0,0.0,215.0,-11866.0,200
0,0.0,213.0,-12500.0,200
0,0.0,215.0,-11959.0,200
0,0.0,214.0,-12359.0,200
0,0.0,214.0,-12284.0,200
0,0.0,214.0,-12078.0,200
0,0.0,215.0,-12168.0,200
0,0.0,214.0,-12260.0,200
